ビービーガルダン,チーフベアハート,Chief's Crown,Danzig,Northern Dancer
,,,,Pas de Nom
,,,Six Crowns,Secretariat
,,,,Chris Evert
,,Amelia Bearhart,Bold Hour,Bold Ruler
,,,,Seven Thirty
,,,Myrtlewood Lass,Ribot
,,,,Gold Digger
,オールザチャット,Westminster,Grosvenor,Sir Tristram
,,,,My Tricia
,,,Apple Blossom,Bismark
,,,,Mary Poppins
,,Rory's Helen,Rory's Jester,Crown Jester
,,,,Rory's Rocket
,,,Helen's Love,Karayar
,,,,Helen of Troy
ビービープレジャー,アラジ,Blushing Groom,Red God,Nasrullah
,,,,Spring Run
,,,Runaway Bride,Wild Risk
,,,,Aimee
,,ダンスールファビュルー,Northern Dancer,Nearctic
,,,,Natalma
,,,Fabuleux Jane,Le Fabuleux
,,,,Native Partner
,ウッドマンズシック,Woodman,Mr. Prospector,Raise a Native
,,,,Gold Digger
,,,プレイメイト,Buckpasser
,,,,Intriguing
,,ラディカルチック,Sadler's Wells,Northern Dancer
,,,,Fairy Bridge
,,,Santa Roseanna,Caracol
,,,,Santa Vittoria
