"horse_name","percentage"
"ジャスタウェイ","0.5"
"ハーツクライ","0.25"
"サンデーサイレンス","0.125"
"Halo","0.0625"
"Hail to Reason","0.0390625"
"Cosmah","0.03125"
"Wishing Well","0.0625"
"Understanding","0.03125"
"Mountain Flower","0.03125"
"アイリッシュダンス","0.125"
"トニービン","0.0625"
"カンパラ","0.03125"
"Severn Bridge","0.03125"
"ビューパーダンス","0.0625"
"Lyphard","0.03125"
"My Bupers","0.03125"
"シビル","0.25"
"Wild Again","0.125"
"Icecapade","0.0625"
"Nearctic","0.078125"
"Shenanigans","0.03125"
"Bushel-n-Peck","0.0625"
"Khaled","0.03515625"
"Dama","0.03125"
"シャロン","0.125"
"Mo Exception","0.0625"
"Hard Work","0.03125"
"With Exception","0.03125"
"Double Wiggle","0.0625"
"Sir Wiggle","0.03125"
"Blue Double","0.03125"
"スターズアラインド","0.5"
"Sea The Stars","0.25"
"Cape Cross","0.125"
"Green Desert","0.0625"
"Danzig","0.0625"
"Foreign Courier","0.03125"
"Park Appeal","0.0625"
"Ahonoora","0.03125"
"Balidaress","0.03125"
"アーバンシー","0.1875"
"Miswaki","0.09375"
"Mr. Prospector","0.0625"
"Hopespringseternal","0.0625"
"Allegretta","0.09375"
"Lombard","0.0625"
"Anatevka","0.0625"
"Senora Galilei","0.25"
"Galileo","0.125"
"Sadler's Wells","0.0625"
"Northern Dancer","0.09375"
"Fairy Bridge","0.03125"
"Speirbhean","0.125"
"デインヒル","0.0625"
"Razyana","0.03125"
"Saviour","0.0625"
"Majestic Light","0.03125"
"Victorian Queen","0.03125"
"Turn-to","0.0234375"
"Royal Charger","0.01171875"
"Nearco","0.072265625"
"Pharos","0.0341796875"
"Phalaris","0.025390625"
"Scapa Flow","0.017578125"
"Nogara","0.03125"
"Havresac","0.0126953125"
"Catnip","0.0126953125"
"Sun Princess","0.005859375"
"Solario","0.0029296875"
"Gainsborough","0.0390625"
"Sun Worship","0.0009765625"
"Mumtaz Begum","0.0185546875"
"Blenheim","0.0283203125"
"Mumtaz Mahal","0.01171875"
"Source Sucree","0.01171875"
"Admiral Drake","0.005859375"
"Craig an Eran","0.001953125"
"Sunstar","0.0009765625"
"Maid of the Mist","0.0009765625"
"Plucky Liege","0.0126953125"
"Spearmint","0.0087890625"
"Concertina","0.0029296875"
"Lavendula","0.005859375"
"Sweet Lavender","0.00390625"
"Swynford","0.0146484375"
"Marchetta","0.0029296875"
"Nothirdchance","0.01953125"
"Blue Swords","0.009765625"
"Blue Larkspur","0.0263671875"
"Black Servant","0.0107421875"
"Black Toney","0.009765625"
"Padula","0.00390625"
"Blossom Time","0.0107421875"
"North Star","0.005859375"
"Vaila","0.00390625"
"Flaming Swords","0.0048828125"
"Man o'War","0.0166015625"
"Fair Play","0.0068359375"
"Mahubah","0.0048828125"
"Exalted","0.001953125"
"High Time","0.0029296875"
"Lady Comfey","0.001953125"
"Galla Colors","0.009765625"
"Sir Gallahad","0.0205078125"
"Teddy","0.0185546875"
"Ajax","0.00390625"
"Rondeau","0.0029296875"
"Rouge et Noir","0.0048828125"
"St. Germans","0.00390625"
"Hamoaze","0.001953125"
"Baton Rouge","0.001953125"
"Baton","0.0009765625"
"Cosmic Bomb","0.015625"
"Pharamond","0.013671875"
"Polymelus","0.0087890625"
"Cyllene","0.00390625"
"Maid Marian","0.0029296875"
"Bromus","0.005859375"
"Sainfoin","0.001953125"
"Cheery","0.001953125"
"Selene","0.0361328125"
