"horse_name","percentage"
"ケイムホーム","0.5"
"Gone West","0.25"
"Mr. Prospector","0.1875"
"Raise a Native","0.09375"
"Native Dancer","0.09765625"
"Raise You","0.0625"
"Gold Digger","0.09375"
"Nashua","0.0625"
"Sequence","0.0703125"
"Secrettame","0.125"
"Secretariat","0.078125"
"Bold Ruler","0.046875"
"Somethingroyal","0.0390625"
"Tamerett","0.078125"
"Tim Tam","0.04296875"
"Mixed Marriage","0.046875"
"Nice Assay","0.25"
"Clever Trick","0.125"
"Icecapade","0.0625"
"Nearctic","0.0625"
"Shenanigans","0.03125"
"Kankakee Miss","0.0625"
"Better Bee","0.03125"
"Golden Beach","0.03125"
"インフルヴユー","0.125"
"Full Out","0.0625"
"Never Bend","0.03125"
"Running Juliet","0.03125"
"Turn n'See","0.0625"
"Best Turn","0.03125"
"See You Home","0.03125"
"キティ","0.5"
"Northern Afleet","0.25"
"アフリート","0.125"
"Polite Lady","0.0625"
"Venetian Jester","0.03125"
"Friendly Ways","0.03125"
"Nuryette","0.125"
"Nureyev","0.0625"
"Northern Dancer","0.046875"
"Special","0.03125"
"Stellarette","0.0625"
"Tentam","0.03125"
"Square Angel","0.03125"
"フォレストキティ","0.25"
"Forestry","0.125"
"Storm Cat","0.0625"
"Storm Bird","0.03125"
"Terlingua","0.03125"
"Shared Interest","0.0625"
"Pleasant Colony","0.03125"
"Surgery","0.03125"
"Haleakala","0.125"
"Kris","0.0625"
"Sharpen Up","0.03125"
"Doubly Sure","0.03125"
"Haiati","0.0625"
"Alydar","0.03125"
"Northern Fable","0.03125"
"Polynesian","0.048828125"
"Unbreakable","0.0244140625"
"Sickle","0.01171875"
"Phalaris","0.0322265625"
"Polymelus","0.0166015625"
"Bromus","0.009765625"
"Selene","0.0263671875"
"Chaucer","0.015625"
"Serenissima","0.0087890625"
"Blue Glass","0.01171875"
"Prince Palatine","0.0087890625"
"Persimmon","0.001953125"
"Lady Lightfoot","0.001953125"
"Hour Glass","0.0048828125"
"Rock Sand","0.0048828125"
"Hautesse","0.0009765625"
"Black Polly","0.0244140625"
"Polymelian","0.0166015625"
"Cyllene","0.00390625"
"Maid Marian","0.0029296875"
"Pasquita","0.0068359375"
"Sundridge","0.013671875"
"Pasquil","0.001953125"
"Black Queen","0.01171875"
"Pompey","0.0107421875"
"Sun Briar","0.0048828125"
"Cleopatra","0.0048828125"
"Black Maria","0.0048828125"
"Black Toney","0.0087890625"
"Bird Loose","0.0009765625"
"Geisha","0.048828125"
"Discovery","0.0419921875"
"Display","0.021484375"
"Fair Play","0.017578125"
"Hastings","0.0048828125"
"Fairy Gold","0.0048828125"
"Cicuta","0.0078125"
"Nassovian","0.001953125"
"Hemlock","0.001953125"
"Ariadne","0.0205078125"
"Light Brigade","0.0078125"
"Picton","0.001953125"
"Bridge of Sighs","0.001953125"
"Adrienne","0.0078125"
"His Majesty","0.017578125"
"Adriana","0.001953125"
"Miyako","0.0244140625"
"John P. Grier","0.01171875"
"Whisk Broom","0.015625"
"Broomstick","0.0087890625"
"Audience","0.0048828125"
"Wonder","0.0048828125"
"Disguise","0.0029296875"
"Curiosity","0.0009765625"
"La Chica","0.01171875"
"Sweep","0.01171875"
"Ben Brush","0.00390625"
"Pink Domino","0.001953125"
"La Grisette","0.0048828125"
"Roi Herode","0.0107421875"
"Miss Fiora","0.0009765625"
"Case Ace","0.03125"
"Teddy","0.046875"
"Ajax","0.0185546875"
"Flying Fox","0.0048828125"
"Orme","0.0009765625"
"Vampire","0.0009765625"
"Amie","0.0048828125"
