日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2021/11/23,笠松,曇,5,第15回ファンです★,"

",10,4,4,201.4,9,8,"
藤原幹生
",54,ダ1400,稍,"


 
",1:35.5,2.3,"


 
",7-10-10,0.0-40.6,41.0,425(-5),"

 
","


 
",サンマルジョオー, 
2021/11/08,笠松,晴,7,サラ系C29組,"

",9,6,6,251.7,7,9,"
藤原幹生
",54,ダ1400,良,"

**

",1:35.0,3.6,"

**

",6-9-9,0.0-38.8,40.3,430(-1),"

 
","


 
",サイレントシズカ, 
2021/10/28,笠松,晴,2,サラ系C26組,"

",10,2,2,69.9,8,7,"
藤原幹生
",54,ダ1400,良,"

**

",1:34.3,2.9,"

**

",4-6-7,0.0-39.9,41.9,431(+1),"

 
","


 
",トレンチタウン, 
2021/10/07,笠松,曇,1,サラ系C26組,"

",8,1,1,40.5,6,6,"
藤原幹生
",54,ダ1400,良,"

**

",1:33.7,2.9,"

**

",7-8-8,0.0-39.5,40.6,430(0),"

 
","


 
",マルヨティアナ, 
2021/09/21,笠松,晴,1,サラ系C22組,"

",9,8,8,46.6,8,8,"
藤原幹生
",54,ダ800,良,"

**

",0:51.1,1.7,"

**

",8,0.0-36.5,37.3,430(-7),"

 
","


 
",オルガンザ, 
2021/09/08,笠松,曇,2,サラ系C20組,"

",11,6,7,15.2,6,5,"
向山牧
",54,ダ1400,良,"

**

",1:33.6,1.0,"

**

",10-8-7,0.0-41.6,41.1,437(+17),"

 
","


 
",ゴールデンアーク,1.4
2021/01/19,笠松, ,3,サラ系C25組,"

",0,8,9, , ,,"
筒井勇介
",54,ダ1400,,"


 
", , ,"


 
", , , ,計不,"

 
","


 
", , 
2021/01/07,笠松,雪,9,福寿草賞,"

",8,6,6,19.9,4,8,"
藤原幹生
",54,ダ1600,良,"

**

",1:50.1,5.1,"

**

",8-8-8,0.0-39.8,41.9,420(+11),"

 
","


 
",サンデープリンセス, 
2020/11/30,笠松,晴,2,サラ系C33組,"

",7,7,7,14.5,5,1,"
藤原幹生
",54,ダ1400,良,"

**

",1:32.4,-0.8,"

**

",3-3-2,0.0-39.8,39.4,409(-2),"

 
","


 
",(キングフェーヴル),24.0
2020/11/16,笠松,晴,2,サラ系C30組,"

",9,2,2,20.2,6,7,"
藤原幹生
",54,ダ1400,良,"

**

",1:35.9,4.3,"

**

",7-8-8,0.0-41.1,42.6,411(-2),"

 
","


 
",サトノエンプレス, 
2020/11/02,笠松,雨,1,サラ系C31組,"

",9,2,2,8.3,3,8,"
藤原幹生
",54,ダ800,良,"

**

",0:52.3,2.0,"

**

",8,0.0-37.1,38.0,413(-9),"

 
","


 
",チェリーメティス, 
2020/09/02,園田,曇,4,C3一,"

",10,1,1,13.4,7,7,"
竹村達也
",54,ダ1400,良,"

**

",1:35.1,1.6,"

**

",8-8-9-8,0.0-40.8,41.5,422(-5),"

 
","


 
",ゴリョウサン, 
2020/08/14,園田,晴,7,C2二,"

",10,2,2,91.0,9,7,"
永井孝典
",54,ダ1400,良,"

**

",1:33.8,1.6,"

**

",10-10-10-10,0.0-40.3,39.8,427(+1),"

 
","


 
",マヤルーチェ, 
2020/07/30,園田,曇,6,C2二,"

",10,7,8,14.8,4,10,"
下原理
",54,ダ1400,良,"

**

",1:33.5,2.5,"

**

",8-8-8-9,0.0-39.5,41.0,426(+10),"

 
","


 
",ヒロシゲペッパー, 
2020/05/10,2東京6,晴,3,3歳未勝利,"

",11,3,3,256.3,11,11,"
木幡巧也
",54,芝2300,良,"

**

",2:24.4,2.2,"

**

",11-11-10-11,31.1-34.4,35.4,416(+6),"

","



",ケイティミラクル, 
2020/04/25,2東京1,晴,4,3歳未勝利,"

",12,5,5,303.9,12,11,"
木幡巧也
",54,芝2000,良,"

**

",2:03.0,1.2,"

**

",12-12-12,37.4-34.5,34.7,410(-6),"

","



",レッドペルーシュ, 
2020/03/08,2中山4,雨,1,3歳未勝利,"

",15,2,2,139.8,9,11,"
木幡育也
",52,ダ1800,稍,"

**

",2:00.1,5.4,"

**

",14-14-14-13,37.1-39.1,41.6,416(-2),"

","


 
",ルコントブルー, 
2020/02/16,1東京6,雨,3,3歳未勝利,"

",16,3,6,351.6,15,8,"
柴田大知
",54,ダ1600,稍,"

**

",1:40.4,1.1,"

**

",15-14,35.0-38.8,38.3,418(0),"

","



",リアンフィーユ, 
2019/11/23,5東京7,雨,6,2歳新馬,"

",16,8,16,114.5,15,11,"
大塚海渡
",51,ダ1600,不,"

**

",1:41.0,1.6,"

**

",11-11,36.9-37.3,37.2,418(0),"

","


 
",アスターコルネット, 
