日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2021/10/26,船橋,晴,9,ヤングジョッキーズT,"

",14,3,4,56.8,14,12,"
山田敬士
",56,ダ1800,不,"

**

",1:59.4,3.0,"

**

",9-7-8-7,36.7-40.3,42.8,490(-7),"

 
","


 
",キトゥンズルンバ, 
2021/09/28,船橋,晴,5,C3二　三,"

",7,6,6,10.6,4,1,"
臼井健太
",56,ダ1500,良,"

**

",1:39.9,-0.1,"

**

",7-7-7-7,31.1-43.1,40.3,497(+1),"

 
","


 
",(ハクサンレモン),80.0
2021/09/03,船橋,雨,5,C3二　三,"

",11,5,6,34.0,8,9,"
仲野光馬
",56,ダ1500,不,"

**

",1:39.2,2.7,"

**

",11-11-11-11,30.7-40.7,40.7,496(-4),"

 
","


 
",ヘリオシース, 
2021/08/11,船橋,晴,2,C3二　三,"

",12,8,11,9.7,4,5,"
仲野光馬
",56,ダ1500,稍,"

**

",1:39.7,1.6,"

**

",12-12-12-10,32.4-39.5,39.6,500(-6),"

 
","


 
",ファンラヴィング,8.8
2021/07/18,船橋,晴,3,C3四　五,"

",12,1,1,30.2,8,4,"
岡村健司
",56,ダ1500,良,"

**

",1:38.7,0.8,"

**

",8-7-8-8,32.2-40.1,40.2,506(+3),"

 
","


 
",メイショウシラカバ,12.0
2021/06/25,船橋,曇,12,船橋JockeysF,"

",12,4,4, , ,除,"
本田正重
",56,ダ2200,良,"

**

", , ,"

**

", ,38.2-40.6, ,507(+4),"

 
","


 
",ジャイアンヴォーグ, 
2021/06/18,川崎,晴,6,金蓮花賞,"

",14,6,9,95.2,10,6,"
岡村健司
",56,ダ1500,重,"

**

",1:38.9,2.5,"

**

",14-14-13-10,30.4-39.6,40.0,503(-6),"

 
","


 
",シンボリビーノ, 
2021/06/03,浦和,晴,3,C2七　八九,"

",11,5,6,70.8,10,9,"
藤江渉
",56,ダ1400,稍,"

**

",1:31.0,1.0,"

**

",11-11-11-11,37.0-39.8,38.5,509(-1),"

 
","


 
",ミメウルワシ, 
2021/05/07,船橋,雨,5,幻!八幡平ドラゴンア,"

",12,5,6,55.8,9,10,"
笠野雄大
",56,ダ1500,稍,"

**

",1:38.8,1.9,"

**

",11-11-12-12,32.4-39.2,39.4,510(+9),"

 
","


 
",トーアクリスティー, 
2021/04/19,川崎,晴,7,アスターテ賞,"

",13,6,8,13.6,5,1,"
岡村健司
",56,ダ2000,重,"

**

",2:18.6,-0.2,"

**

",10-11-10-8,41.3-40.5,39.2,501(-13),"

 
","


 
",(レッドシャドー),90.0
2021/04/09,船橋,曇,12,船橋JOCKEYSF,"

",13,3,3,61.7,11,5,"
岡村健司
",56,ダ2200,良,"

**

",2:29.9,0.5,"

**

",12-12-12-10,39.7-41.2,40.1,514(-7),"

 
","


 
",ガッサンノリュウ,9.9
2021/03/03,川崎,晴,4,ヴィクトリア賞,"

",11,6,6,70.3,10,9,"
増田充宏
",56,ダ2000,稍,"

**

",2:17.6,1.6,"

**

",10-9-5-8,41.6-40.3,41.6,521(0),"

 
","


 
",ミヤビキング, 
2021/01/25,川崎,晴,6,アストレア賞,"

",14,8,14,82.7,10,7,"
中越琉世
",55,ダ2000,不,"

**

",2:20.0,3.4,"

**

",2-3-3-4,40.7-42.7,44.7,521(-1),"

 
","


 
",サンナイト, 
2021/01/01,川崎,晴,6,三茄子賞,"

",14,2,2,120.3,13,7,"
増田充宏
",56,ダ2000,良,"

**

",2:17.3,1.0,"

**

",14-14-14-12,39.6-41.9,41.4,522(+1),"

 
","


 
",ザイマカ, 
