日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2020/02/08,1東京3,晴,3,3歳未勝利,"

",16,6,11,201.0,15,16,"
江田照男
",56,ダ1600,良,"

**

",1:45.8,6.9,"

**

",7-10,36.0-37.5,43.7,516(+10),"

","



",カフェスペランツァ, 
2019/11/10,5東京4,晴,6,2歳新馬,"

",12,1,1,101.1,12,12,"
山田敬士
",52,芝1800,良,"

**

",1:53.3,2.6,"

**

",12-12-12,38.6-34.0,35.1,506(0),"

","



",コスモスタック, 
